ankle_distance,shoulder_distance,hip_angle,ankle_movement,ankle_speed,ankle_to_hip_ratio,hip_distance,knee_distance,shoulder_to_ankle_ratio,label
0.038071929914277,0.095450818989944,176.91020435727967,0.0,0.0,0.2334414427434911,0.0522171718621156,0.0439575696215407,2.507117952908128,Walking
0.0379279392921365,0.0958178499896294,176.96039434389337,0.0001439906221405,0.0043197186642169,0.2315587996595498,0.0522597784106632,0.043761675605393,2.526313102633949,Walking
0.0375516983979,0.0959270549378341,177.0410036708644,0.0003762408942364,0.0112872268270949,0.2289367772722559,0.0523047400823804,0.0437862575783495,2.5545330579028787,Walking
0.0376137327385732,0.0960718511969444,177.11549558555106,6.203434067321434e-05,0.0018610302201964,0.2291310114812988,0.0523100694146535,0.0437748725597585,2.554169559949628,Walking
0.0380168891258482,0.0962421280910648,177.160667053516,0.0004031563872749,0.0120946916182493,0.2315417462088662,0.0523691563594004,0.0438903265324214,2.531562426701255,Walking
0.0394579829665927,0.0965095090852813,177.18162642735118,0.0014410938407445,0.0432328152223376,0.2402664784695165,0.0523742282537813,0.044015189384336,2.4458804487546004,Walking
0.0398685666259252,0.096676107397863,177.19644322438918,0.0004105836593324,0.0123175097799722,0.2428311795549069,0.0523809832674663,0.0441223781880556,2.424870407430142,Walking
0.0398229186579857,0.0968218851173767,177.20496430910248,4.5647967939460576e-05,0.0013694390381838,0.2425095158396004,0.0523894031180538,0.0441508616809139,2.4313106216277016,Walking
0.0397295609812584,0.0969722095016529,177.22012996982386,9.335767672728756e-05,0.0028007303018186,0.2416392261697881,0.0523879947339386,0.0442459059259711,2.4408074770168597,Walking
0.0379368065830283,0.0970462586310768,177.23704992964534,0.0017927543982301,0.0537826319469036,0.2305774602297057,0.0523959217360101,0.0442100612508421,2.558102997380178,Walking
0.0371052860878899,0.097087126969145,177.2545445202152,0.0008315204951383,0.0249456148541513,0.2255271722706719,0.052418170674046,0.044222143743462,2.616530882936146,Walking
0.0377566483027518,0.0971499628394156,177.27942615115134,0.0006513622148618,0.019540866445856,0.2295600370956651,0.0524350900670421,0.0442662630476607,2.57305579829063,Walking
0.0384589452306598,0.0972857953228342,177.3065295273186,0.000702296927908,0.0210689078372414,0.2339836135028939,0.052452711165755,0.0443154681568105,2.529601234234501,Walking
0.0394143942383334,0.0973590010300452,177.31874903443307,0.0009554490076735,0.0286634702302074,0.2399119146006113,0.052465011742468,0.0443432822904411,2.4701382048732925,Walking
0.0401441562414895,0.097439898914509,177.33347427080355,0.000729762003156,0.021892860094682,0.2445043497213723,0.0524741145749787,0.0443699363854976,2.427249892321901,Walking
0.0405997189069739,0.0974896465598976,177.34401723680787,0.0004555626654844,0.0136668799645343,0.2473375015352929,0.0524801571044246,0.0443778563841128,2.4012394465901448,Walking
0.0486289397983437,0.0975486083096931,177.35653197756483,0.0080292208913697,0.2408766267410936,0.2962922463782783,0.052486442201171,0.0443849014880586,2.0059785122647376,Walking
0.0471843558228566,0.0975818714808107,177.3581448325179,0.0014445839754871,0.0433375192646142,0.2875733736653302,0.052508959081261,0.0443483613128179,2.068097990934974,Walking
0.0463982664516428,0.0976243619094626,177.36141638983685,0.0007860893712137,0.0235826811364139,0.2829118646747563,0.0525248173060494,0.044328942568385,2.104051926405669,Walking
0.0454672939589955,0.0976334818272065,177.36101849529254,0.0009309724926472,0.0279291747794181,0.2772267302066252,0.0525349118186526,0.0442959799889222,2.147334343566978,Walking
0.0450505816378749,0.0976808853110287,177.36218712072372,0.0004167123211205,0.0125013696336178,0.2748409626898123,0.0525477890266607,0.044265377142458,2.168249149283044,Walking
0.0445463203172277,0.0976814409770052,177.36084983197907,0.0005042613206472,0.0151278396194171,0.2717122879647943,0.0525512736790442,0.0442428841565652,2.1928060562889664,Walking
0.0444863105917351,0.0977189341581712,177.36156821924496,6.000972549259631e-05,0.0018002917647778,0.2714213890882769,0.0525554101314676,0.0442280990609621,2.196606840584481,Walking
0.0443133203894252,0.0977614793806595,177.36179004247842,0.0001729902023098,0.0051897060692958,0.2704703556113823,0.0525752326373655,0.0442220922405787,2.2061420476175564,Walking
0.0445131506862443,0.0978115019329578,177.3637240684454,0.000199830296819,0.0059949089045726,0.2717788482784867,0.0525795242764469,0.0442061671634476,2.197361912716369,Walking
0.0445858035878043,0.0978330030405614,177.36903900065366,7.265290156002052e-05,0.0021795870468006,0.2722718048987487,0.0525831490059488,0.0442117392349849,2.1942635361028198,Walking
0.0445185943355172,0.0978614247198677,177.3691821240885,6.720925228716201e-05,0.0020162775686148,0.2718692356948954,0.0525864312067394,0.0442110185416088,2.198214615275785,Walking
0.0444219379421751,0.0978876192262701,177.36897877088865,9.66563933420886e-05,0.0028996918002626,0.2713849311474501,0.0525928683778021,0.0442306022337427,2.2035873210595245,Walking
0.0443665314955588,0.0979060727804026,177.36573996418952,5.540644661625877e-05,0.0016621933984877,0.2710766633409616,0.0526067932505315,0.0442345592063172,2.2067551706223223,Walking
0.0443272254693326,0.0979166430323744,177.36427329818858,3.930602622623236e-05,0.0011791807867869,0.2708594910574582,0.0526155565975953,0.0442363440183696,2.208950413558301,Walking
0.0431933435570351,0.0979340594389486,177.36207635957325,0.0011338819122975,0.0340164573689263,0.2642533467653946,0.0526202868259666,0.044527791190271,2.267341478430133,Walking
0.0432478535389497,0.0979508222565456,177.36254301774684,5.4509981914668826e-05,0.00163529945744,0.2646092468265533,0.0526290800238754,0.0445247766607248,2.264871299758945,Walking
