ankle_distance,shoulder_distance,hip_angle,ankle_movement,ankle_speed,ankle_to_hip_ratio,hip_distance,knee_distance,shoulder_to_ankle_ratio
0.02007365181313838,0.06701178522676107,177.99104812041404,0.0,0.0,0.18581652080125322,0.03247508660807887,0.00923790962161152,3.338295684839032
0.03755144989716664,0.06778077754347504,177.51671448320764,0.01747779808402826,0.5243339425208478,0.3459518292547293,0.03293842131120168,0.02087332172333257,1.8050109311115918
0.03898177364861524,0.06830067164861604,177.16397023851076,0.001430323751448602,0.04290971254345806,0.3578562221309492,0.03324056200423039,0.024613681905704114,1.7521181120254723
0.03623412019418857,0.06871708459091563,176.97604467282665,0.0027476534544266726,0.08242960363280018,0.3321207077869526,0.03340371090334907,0.025045768737879073,1.896474489311234
0.035688346019023286,0.06892689386563944,176.86455082726218,0.0005457741751652839,0.016373225254958518,0.32673194786715115,0.03349403507069882,0.024924721039201302,1.9313557940986872
0.03307576241215519,0.06906942467347196,176.7817675864399,0.002612583606868099,0.07837750820604297,0.303042145329049,0.033567767382825374,0.024592328872747055,2.08821867241643
0.032353737806919435,0.06918825165256898,176.72146653492752,0.0007220246052357521,0.021660738157072562,0.2961105485889862,0.03360035010293536,0.02440577486034449,2.138493303786736
0.03542504581070323,0.06930076331580695,176.6871291283998,0.0030713080037837945,0.09213924011351383,0.32398383457733726,0.033619927223675176,0.024129062870006657,1.95626460685814
0.03668151790542943,0.06937676460784813,176.66320335096316,0.0012564720947262006,0.03769416284178602,0.33522309307713516,0.033630349001030325,0.023887311779739354,1.89132752866749
0.03739107816969321,0.06943111574708904,176.64362750721665,0.0007095602642637824,0.021286807927913473,0.34143174367604706,0.033629777558634846,0.023799638128657145,1.85688990919137
0.0378937612153064,0.06947297381853978,176.62944548299,0.0005026830456131906,0.015080491368395718,0.34580422716695214,0.033626033800544144,0.02379559285494572,1.8333617880739062
0.03828669805928548,0.0695168319386441,176.6213350288329,0.0003929368439790776,0.011788105319372327,0.34922175049033716,0.0336292565298453,0.02377086009786147,1.8156914924081453
0.03823296103035736,0.06954759754073242,176.61571267825036,5.373702892812193e-05,0.001612110867843658,0.34861338655494817,0.03363309201271487,0.023731690199634094,1.8190481633245963
0.03808307996534138,0.06957048813356544,176.60698328034624,0.00014988106501597626,0.004496431950479288,0.3471729271918162,0.033632040854476124,0.02371775905657221,1.8268083410501486
0.03807282792964571,0.0695906386118433,176.59775391951297,1.0252035695670902e-05,0.0003075610708701271,0.34701570410843496,0.03363305282567971,0.02377469834112332,1.8278295150662025
0.037768084827024255,0.06960318000254911,176.58868529362482,0.00030474310262145615,0.009142293078643685,0.3442155771758956,0.03363534804006515,0.023813507047180462,1.842909968067691
0.03719481123910988,0.06960710522063997,176.58449327944086,0.000573273587914376,0.01719820763743128,0.33901072473510807,0.03363845234368735,0.02382919143216678,1.8714197733970206
0.03674890268750279,0.06961212542571292,176.57925924895252,0.0004459085516070882,0.013377256548212646,0.3349186152126363,0.033639444532042956,0.02383013850740999,1.8942640551111185
0.036806116592528214,0.06962151662274872,176.57069692389805,5.721390502542306e-05,0.0017164171507626919,0.3353992639263119,0.03364251241446165,0.023854129112424034,1.8915746367244342
0.03673829710926492,0.06963358793271054,176.5670436468361,6.781948326329418e-05,0.0020345844978988253,0.3347362591525817,0.0336438917587988,0.023870445991053434,1.89539508936983
0.03633949038217433,0.06963741225325949,176.5633653185531,0.0003988067270905907,0.01196420181271772,0.33112058310317377,0.03364443522247211,0.02384250386771198,1.9163012887879916
0.03616869594500362,0.06964501009589806,176.56014031894915,0.00017079443717071124,0.005123833115121337,0.32950602208875,0.03364387916464786,0.023844112383601148,1.9255604404924336
0.03622450406335239,0.06965359900196919,176.55636040172988,5.5808118348772695e-05,0.0016742435504631809,0.32994367728673013,0.03364312951723699,0.02384566395428489,1.922830989767403
0.03622414458959571,0.06966678818329132,176.55463539935167,3.594737566781081e-07,1.0784212700343243e-05,0.32986696564750145,0.033642409669768045,0.02384760224350298,1.9232141703437489
0.03614729340289817,0.06967529848892329,176.55294846257735,7.685118669754215e-05,0.0023055356009262645,0.3290012529083159,0.03364434896684374,0.02387166393085932,1.927538466360996
0.03572574607948493,0.06968454238543226,176.54954302770318,0.0004215473234132419,0.012646419702397257,0.32492242773316066,0.03364360766024903,0.023929890661017153,1.9505412771616757
0.03550894424773469,0.06969860078782487,176.54257055909105,0.0002168018317502407,0.006504054952507221,0.32262604627760516,0.03364431023092024,0.02397473405029601,1.962846326873583
0.03482862036916478,0.06971468042266621,176.53677743705242,0.0006803238785699078,0.020409716357097235,0.31641743924701715,0.03364839038228281,0.023966930482846302,2.001649209291893
0.034133335598464175,0.06972222564552072,176.53098537230824,0.0006952847707006049,0.020858543121018147,0.31005179320159554,0.03365035686776378,0.023943103267201803,2.042643193906249
0.033558972802254734,0.06972429251806007,176.5261236333427,0.0005743627962094405,0.017230883886283216,0.3047513129412796,0.03364903094378806,0.023938624770826474,2.0776646808860457
0.03328756383799932,0.06972609195134209,176.52279476489323,0.0002714089642554124,0.008142268927662372,0.30218183698340023,0.033647503124253,0.023926242633401474,2.094658902966833
0.033086922398932156,0.06973195613619075,176.5204383001519,0.00020064143906716597,0.006019243172014979,0.30030921341113465,0.03364903392402254,0.023919187164909747,2.107538298528523
0.03295481841885888,0.06973231847095362,176.51969226740047,0.000132103980073274,0.00396311940219822,0.2990569493360882,0.033650360673653464,0.023905337253423625,2.1159976542625487
