frame,x_0,y_0,z_0,v_0,x_1,y_1,z_1,v_1,x_2,y_2,z_2,v_2,x_3,y_3,z_3,v_3,x_4,y_4,z_4,v_4,x_5,y_5,z_5,v_5,x_6,y_6,z_6,v_6,x_7,y_7,z_7,v_7,x_8,y_8,z_8,v_8,x_9,y_9,z_9,v_9,x_10,y_10,z_10,v_10,x_11,y_11,z_11,v_11,x_12,y_12,z_12,v_12,x_13,y_13,z_13,v_13,x_14,y_14,z_14,v_14,x_15,y_15,z_15,v_15,x_16,y_16,z_16,v_16,x_17,y_17,z_17,v_17,x_18,y_18,z_18,v_18,x_19,y_19,z_19,v_19,x_20,y_20,z_20,v_20,x_21,y_21,z_21,v_21,x_22,y_22,z_22,v_22,x_23,y_23,z_23,v_23,x_24,y_24,z_24,v_24,x_25,y_25,z_25,v_25,x_26,y_26,z_26,v_26,x_27,y_27,z_27,v_27,x_28,y_28,z_28,v_28,x_29,y_29,z_29,v_29,x_30,y_30,z_30,v_30,x_31,y_31,z_31,v_31,x_32,y_32,z_32,v_32
0,0.510342538356781,0.4306218922138214,0.0760083943605423,0.9987722039222717,0.5088478326797485,0.41724875569343567,0.05531410127878189,0.9986526966094971,0.5069558024406433,0.4161456525325775,0.0552612766623497,0.9985954165458679,0.5053918361663818,0.4153692126274109,0.055277176201343536,0.9985471367835999,0.5143172740936279,0.41771650314331055,0.0492725744843483,0.998971700668335,0.5170640349388123,0.4171108305454254,0.04926691949367523,0.9987958669662476,0.5192562937736511,0.4165838062763214,0.04917695373296738,0.9984309077262878,0.5034903883934021,0.4175366759300232,-0.001678764121606946,0.9973921775817871,0.5217967629432678,0.4193249046802521,-0.029856044799089432,0.99793940782547,0.5076713562011719,0.43760138750076294,0.06087152287364006,0.996926486492157,0.5148191452026367,0.43876731395721436,0.05264080688357353,0.9973673224449158,0.47472912073135376,0.4722800850868225,0.006498771719634533,0.9990637898445129,0.5410021543502808,0.48220300674438477,-0.09081809967756271,0.9996135830879211,0.42790985107421875,0.47816377878189087,0.01225372590124607,0.9979373216629028,0.5916290879249573,0.5031338930130005,-0.09587293863296509,0.9997110962867737,0.3815765380859375,0.4752182960510254,0.0014534693909808993,0.98049396276474,0.637687087059021,0.5065123438835144,-0.04620485380291939,0.9740654826164246,0.3710646629333496,0.4747302532196045,-0.0011566352332010865,0.9539154171943665,0.6484684944152832,0.5104856491088867,-0.051936306059360504,0.9318861365318298,0.3716570734977722,0.4692215323448181,-0.004985811188817024,0.9527962803840637,0.6486702561378479,0.5039594173431396,-0.04145953804254532,0.9284119009971619,0.3755415380001068,0.4699983298778534,0.0013957549817860126,0.9063894152641296,0.6451728343963623,0.5031358003616333,-0.039733923971652985,0.8879768252372742,0.48326557874679565,0.6582679748535156,0.05628708750009537,0.997387707233429,0.5139598846435547,0.6688741445541382,-0.056738246232271194,0.9985285997390747,0.501136064529419,0.7749199867248535,0.14048628509044647,0.5347657799720764,0.5101728439331055,0.776837170124054,-0.02725147269666195,0.9797791838645935,0.5030355453491211,0.8901252150535583,0.2214869260787964,0.8374677300453186,0.48309749364852905,0.8924545049667358,0.01363153476268053,0.9718572497367859,0.49943628907203674,0.9140562415122986,0.22815731167793274,0.890450119972229,0.47126874327659607,0.9061265587806702,0.016642853617668152,0.9571212530136108,0.522430419921875,0.90755295753479,0.20949606597423553,0.8481976985931396,0.4952488839626312,0.9251218438148499,-0.023226497694849968,0.9341663122177124
1,0.5097230672836304,0.4290129840373993,0.02359575405716896,0.9986439943313599,0.5085402727127075,0.4169047772884369,0.0006106694927439094,0.9985277652740479,0.5067750811576843,0.4158090353012085,0.0005795181496068835,0.9984416365623474,0.5052049160003662,0.4149310290813446,0.0006049275398254395,0.9983951449394226,0.5140292048454285,0.4176413118839264,-0.002181714866310358,0.9988876581192017,0.5164835453033447,0.4171065390110016,-0.002215827815234661,0.998692512512207,0.5186430215835571,0.4166100025177002,-0.002314919140189886,0.9983296394348145,0.5034903883934021,0.4170830547809601,-0.05946912616491318,0.9970029592514038,0.5216504335403442,0.4194280505180359,-0.07313793152570724,0.9977642297744751,0.5072003602981567,0.43601369857788086,0.007656919304281473,0.9966514110565186,0.5136761665344238,0.4375861585140228,0.00359487091191113,0.9971873760223389,0.4747278690338135,0.4714859426021576,-0.03859357163310051,0.9989020824432373,0.5415245294570923,0.4829941987991333,-0.11746206134557724,0.9996150135993958,0.4272506833076477,0.47819066047668457,-0.028872713446617126,0.997787356376648,0.5904781222343445,0.5033475756645203,-0.08907891064882278,0.9996902942657471,0.3816678822040558,0.47516870498657227,-0.03885963186621666,0.9810444712638855,0.6348001956939697,0.506294310092926,-0.003917839843779802,0.973266065120697,0.37101981043815613,0.47474533319473267,-0.044323552399873734,0.9553789496421814,0.6470447778701782,0.5101652145385742,-0.005921992473304272,0.930728018283844,0.3714333176612854,0.46930423378944397,-0.048813872039318085,0.954243004322052,0.6468702554702759,0.5039405822753906,-0.0006144780199974775,0.9274342656135559,0.3754480183124542,0.4700295031070709,-0.039333295077085495,0.9085620641708374,0.6429973244667053,0.5030863285064697,0.0016433254349976778,0.8863486051559448,0.48347145318984985,0.6579119563102722,0.05435354635119438,0.9970616698265076,0.514694333076477,0.6684034466743469,-0.05479627102613449,0.9985601305961609,0.505336344242096,0.756499171257019,0.1899481564760208,0.5276919007301331,0.5099912881851196,0.7768468260765076,-0.027405792847275734,0.979629635810852,0.5030359029769897,0.8706151247024536,0.3242713510990143,0.8298180103302002,0.4831332564353943,0.9024584293365479,0.005182213149964809,0.9711524844169617,0.49964481592178345,0.8920129537582397,0.33661380410194397,0.886047899723053,0.4722152650356293,0.9062449932098389,0.00671296427026391,0.9569332003593445,0.5212200880050659,0.8867048621177673,0.31609469652175903,0.8409625291824341,0.4956067204475403,0.9269282221794128,-0.04426567256450653,0.9319361448287964
2,0.5090349316596985,0.4279358685016632,0.020580943673849106,0.998537540435791,0.5080888271331787,0.41650503873825073,-0.002558111445978284,0.9984257221221924,0.5064457654953003,0.4154287874698639,-0.0025880862958729267,0.9983149766921997,0.5047894716262817,0.41446202993392944,-0.002562390174716711,0.9982691407203674,0.5135764479637146,0.41746148467063904,-0.005018317606300116,0.9988192319869995,0.5158382654190063,0.417037695646286,-0.005053349770605564,0.9986082315444946,0.5179930329322815,0.41660261154174805,-0.0051523540169000626,0.9982487559318542,0.5034716129302979,0.4167020618915558,-0.06311081349849701,0.996668815612793,0.5214099287986755,0.4194476306438446,-0.07528184354305267,0.9976247549057007,0.5066226124763489,0.4350295960903168,0.004451734945178032,0.9964319467544556,0.5127295255661011,0.4367697536945343,0.0008267004159279168,0.9970497488975525,0.4747278094291687,0.4709874093532562,-0.04267244413495064,0.9987637400627136,0.541865885257721,0.4835357367992401,-0.11907633394002914,0.999617874622345,0.42686229944229126,0.4782416820526123,-0.03416674956679344,0.997651219367981,0.5898550748825073,0.5036064386367798,-0.08511465787887573,0.9996727705001831,0.3817276954650879,0.47512850165367126,-0.04510768502950668,0.9815482497215271,0.6336376667022705,0.5061728358268738,0.0023895297199487686,0.9724693298339844,0.3709842562675476,0.47478175163269043,-0.05095411464571953,0.9567275047302246,0.6463532447814941,0.5099882483482361,0.0005327899707481265,0.9295190572738647,0.37125861644744873,0.4694119691848755,-0.055447883903980255,0.9555763006210327,0.6460534334182739,0.5039302110671997,0.005684993229806423,0.9263827204704285,0.3753511607646942,0.4700701832771301,-0.04563267529010773,0.9105464816093445,0.6420522928237915,0.5030485987663269,0.007895812392234802,0.8846715092658997,0.4836355149745941,0.657696545124054,0.05314464494585991,0.9967849254608154,0.5152026414871216,0.6681105494499207,-0.05358533933758736,0.9985931515693665,0.5065942406654358,0.7525061964988708,0.1941949427127838,0.5225147604942322,0.5098129510879517,0.7769085168838501,-0.027404988184571266,0.9796725511550903,0.5030357837677002,0.866999626159668,0.32956212759017944,0.8240243196487427,0.4849224090576172,0.9015175104141235,0.0032950048334896564,0.9706951379776001,0.499795138835907,0.8882540464401245,0.34200748801231384,0.8826212286949158,0.47287416458129883,0.9064005613327026,0.004648526199162006,0.9569282531738281,0.5205053687095642,0.8829138875007629,0.32115626335144043,0.8351059556007385,0.4959792494773865,0.9280825853347778,-0.04702924191951752,0.9301162958145142
3,0.5088415741920471,0.42732641100883484,0.02034454047679901,0.9984292387962341,0.507982611656189,0.4162040650844574,-0.0027957377023994923,0.9983238577842712,0.5063755512237549,0.4151362478733063,-0.002825166331604123,0.9981866478919983,0.5047327280044556,0.4141404926776886,-0.002800272312015295,0.9981467127799988,0.5134865045547485,0.41731593012809753,-0.005380936898291111,0.9987481236457825,0.5156840085983276,0.416978120803833,-0.005414434242993593,0.9985186457633972,0.5178273916244507,0.4165957272052765,-0.005512172356247902,0.9981625080108643,0.5034739375114441,0.41643065214157104,-0.06356357038021088,0.9963328242301941,0.5213431715965271,0.4194728434085846,-0.07627759873867035,0.997480034828186,0.5064482092857361,0.43447592854499817,0.004133782349526882,0.9962047338485718,0.5124722719192505,0.4363100826740265,0.00035128352465108037,0.9968961477279663,0.474736750125885,0.47062188386917114,-0.043213099241256714,0.9986327886581421,0.5421342849731445,0.4840237498283386,-0.1200624480843544,0.9996160268783569,0.4267424941062927,0.4782424569129944,-0.033951535820961,0.9975003600120544,0.5893613696098328,0.5037233233451843,-0.08427645266056061,0.9996514916419983,0.3819441795349121,0.47512227296829224,-0.0447770431637764,0.9819660186767578,0.6329042315483093,0.5059954524040222,0.0035932292230427265,0.971744954586029,0.37098467350006104,0.4748111665248871,-0.05068887397646904,0.9578836560249329,0.6458419561386108,0.5098291039466858,0.0016779135912656784,0.9285045862197876,0.37123188376426697,0.46947288513183594,-0.055297695100307465,0.9567217826843262,0.6455287933349609,0.5039127469062805,0.006748216692358255,0.9255260825157166,0.3753460943698883,0.4700981080532074,-0.0453849695622921,0.912260890007019,0.6414633989334106,0.5029948949813843,0.009066220372915268,0.8832723498344421,0.48374882340431213,0.6574991941452026,0.052600014954805374,0.9965890645980835,0.515508770942688,0.6678487658500671,-0.05304359272122383,0.9986173510551453,0.5074594020843506,0.7518556118011475,0.1902087926864624,0.5168601274490356,0.509753406047821,0.7767961025238037,-0.02576400339603424,0.9792907238006592,0.5030226707458496,0.8695194721221924,0.32219547033309937,0.8189547061920166,0.48554664850234985,0.9012606143951416,0.0053124153055250645,0.9697732925415039,0.49980124831199646,0.8911005854606628,0.3343004584312439,0.8795204162597656,0.4731496274471283,0.9064103960990906,0.006254228297621012,0.956270158290863,0.5202139616012573,0.8859054446220398,0.3121950924396515,0.830008864402771,0.4961387515068054,0.928403377532959,-0.04108864814043045,0.927696704864502
4,0.5088359117507935,0.4269183576107025,0.023319069296121597,0.9983401298522949,0.507982611656189,0.41599220037460327,0.00034450209932401776,0.9982389211654663,0.5063760876655579,0.41492724418640137,0.00031395285623148084,0.9980807304382324,0.504734218120575,0.41390830278396606,0.000339944614097476,0.9980438351631165,0.5134888887405396,0.4172089993953705,-0.002568479860201478,0.998690128326416,0.5156795382499695,0.41693252325057983,-0.002601752057671547,0.9984458088874817,0.5178158283233643,0.4165898263454437,-0.002699358854442835,0.9980921149253845,0.5034917593002319,0.41621026396751404,-0.0602894052863121,0.9960393309593201,0.5213339924812317,0.41949355602264404,-0.07451067864894867,0.9973605275154114,0.5064337849617004,0.43406403064727783,0.007104120217263699,0.9960266351699829,0.5124434232711792,0.4359372556209564,0.002878675004467368,0.9967836141586304,0.4747440218925476,0.47037607431411743,-0.04031088948249817,0.9985114336013794,0.5422512292861938,0.48429346084594727,-0.11968408524990082,0.9996161460876465,0.4265912175178528,0.4782536029815674,-0.03194563835859299,0.9973821043968201,0.5891069173812866,0.5038214921951294,-0.08460569381713867,0.9996373057365417,0.3820341229438782,0.4751172661781311,-0.044084422290325165,0.9823209047317505,0.6325554251670837,0.5059254765510559,0.0013233278878033161,0.9712799787521362,0.3709840178489685,0.4748251736164093,-0.05002506822347641,0.9588841795921326,0.64553302526474,0.5097261071205139,-0.0010511521250009537,0.9279670119285583,0.3712059259414673,0.46950310468673706,-0.054765939712524414,0.9577080607414246,0.6452117562294006,0.5039011240005493,0.004277863539755344,0.9251352548599243,0.3753372132778168,0.47011497616767883,-0.04477447643876076,0.9137393832206726,0.6411325335502625,0.5029693245887756,0.0068450914695858955,0.882490336894989,0.4838053584098816,0.657349705696106,0.05272119492292404,0.996397852897644,0.5156691670417786,0.6676719188690186,-0.053164124488830566,0.9986430406570435,0.5076977014541626,0.7518920302391052,0.19162660837173462,0.5127639174461365,0.5096947550773621,0.7767366170883179,-0.026050349697470665,0.9793246984481812,0.5030227899551392,0.8698704838752747,0.3237249255180359,0.8150438070297241,0.48587360978126526,0.9011684656143188,0.0049254558980464935,0.9694849848747253,0.4998507499694824,0.8915555477142334,0.3358010947704315,0.8772778511047363,0.4732495844364166,0.9064146280288696,0.006290986202657223,0.9562545418739319,0.5201562643051147,0.8861220479011536,0.3143532872200012,0.8260174989700317,0.4964761734008789,0.9288157224655151,-0.0438348762691021,0.9265016913414001
5,0.5088441371917725,0.4266795217990875,0.023989468812942505,0.9982029795646667,0.5079854726791382,0.4158277213573456,0.0009491012315265834,0.9980993270874023,0.5063784718513489,0.4147622287273407,0.0009178604814223945,0.9979124069213867,0.5047358274459839,0.4137270152568817,0.0009430176578462124,0.9978836178779602,0.5134920477867126,0.41710972785949707,-0.0020918212831020355,0.9985897541046143,0.5156878232955933,0.416879266500473,-0.002122947247698903,0.9983209371566772,0.5178214907646179,0.416576087474823,-0.0022209445014595985,0.997962236404419,0.5035046339035034,0.4160313904285431,-0.060044676065444946,0.9956120848655701,0.5213313698768616,0.41950297355651855,-0.07482008635997772,0.9971527457237244,0.5064331293106079,0.4338241219520569,0.007680316921323538,0.9957202076911926,0.5124596357345581,0.43571192026138306,0.0032991233747452497,0.9965654015541077,0.474752277135849,0.47021210193634033,-0.04045548290014267,0.9983778595924377,0.5423394441604614,0.4844444692134857,-0.12009255588054657,0.9996084570884705,0.42647862434387207,0.4782521426677704,-0.031302012503147125,0.9972364902496338,0.5889230966567993,0.5038955211639404,-0.08550786226987839,0.9996166229248047,0.38216492533683777,0.47511401772499084,-0.04281862452626228,0.9825003743171692,0.6323689222335815,0.5058342218399048,-0.0018323414260521531,0.9706747531890869,0.3709917366504669,0.47484686970710754,-0.04874560609459877,0.9595209360122681,0.6453814506530762,0.509625256061554,-0.004445706959813833,0.9271636009216309,0.37120476365089417,0.4695371389389038,-0.053389497101306915,0.9583299160003662,0.6450724005699158,0.5038797855377197,0.000779953901655972,0.9244799017906189,0.3753371834754944,0.47013118863105774,-0.043475475162267685,0.9145738482475281,0.6409747004508972,0.5029264092445374,0.0035879332572221756,0.8813446760177612,0.48385411500930786,0.6572373509407043,0.052633147686719894,0.9962207674980164,0.5158150792121887,0.6674985289573669,-0.05307617783546448,0.9986462593078613,0.5079895853996277,0.75193852186203,0.18632394075393677,0.5072839260101318,0.5096877217292786,0.7764721512794495,-0.02496478147804737,0.9786026477813721,0.5030507445335388,0.8713324666023254,0.3144766390323639,0.8112054467201233,0.48594507575035095,0.8996415138244629,0.010373594239354134,0.9683324098587036,0.49990758299827576,0.8932085633277893,0.3261577785015106,0.87517249584198,0.47328275442123413,0.9063510298728943,0.012393704615533352,0.9552556872367859,0.5201951265335083,0.8877468705177307,0.30390435457229614,0.8221332430839539,0.49511584639549255,0.9285529255867004,-0.04045020788908005,0.9239585399627686
6,0.5088422298431396,0.4264579713344574,0.023337610065937042,0.9981181025505066,0.5079833269119263,0.415624737739563,0.00028801063308492303,0.9980138540267944,0.5063769221305847,0.4145578145980835,0.00025750318309292197,0.9978067278862,0.5047341585159302,0.41351181268692017,0.0002833584148902446,0.9977819323539734,0.5134943127632141,0.416964054107666,-0.0027878801338374615,0.9985299706459045,0.51568603515625,0.4167797863483429,-0.0028201609384268522,0.9982465505599976,0.5178166627883911,0.4165279269218445,-0.00291866110637784,0.9978883862495422,0.5035058259963989,0.41583335399627686,-0.060604341328144073,0.9953230619430542,0.5213261842727661,0.4195042550563812,-0.07557667791843414,0.9970300793647766,0.5064244270324707,0.4336104094982147,0.0070711299777030945,0.9955312609672546,0.5124613046646118,0.4355109632015228,0.0026328996755182743,0.9964396357536316,0.4747556149959564,0.47007831931114197,-0.04069575294852257,0.9982708692550659,0.542413592338562,0.4845494031906128,-0.12089675664901733,0.9996060729026794,0.426408588886261,0.47824928164482117,-0.03152381628751755,0.9971202611923218,0.5887810587882996,0.5039344429969788,-0.08596061170101166,0.9996014833450317,0.38230258226394653,0.47511258721351624,-0.04293043911457062,0.9826761484146118,0.6322158575057983,0.5057627558708191,-0.0013858031015843153,0.9702064394950867,0.37100905179977417,0.474866658449173,-0.04886774718761444,0.9600920677185059,0.6452609300613403,0.5095537900924683,-0.003938186913728714,0.9265581369400024,0.37120598554611206,0.46956926584243774,-0.053527992218732834,0.9588860273361206,0.6449822783470154,0.5038645267486572,0.0011800120119005442,0.9240077137947083,0.3753419816493988,0.4701509177684784,-0.043614231050014496,0.9153109192848206,0.6408721804618835,0.5028917193412781,0.004023658577352762,0.880456805229187,0.4839002192020416,0.6571683883666992,0.05266953259706497,0.9960814118385315,0.515903115272522,0.6674054861068726,-0.053112518042325974,0.9986618161201477,0.5080808401107788,0.7521340250968933,0.18795306980609894,0.5036003589630127,0.5096544027328491,0.7764890193939209,-0.024646995589137077,0.9783339500427246,0.5030778646469116,0.8719412684440613,0.3182235062122345,0.8085290193557739,0.4859657287597656,0.8993992209434509,0.011270294897258282,0.9678187966346741,0.4999710023403168,0.8938605189323425,0.33011743426322937,0.8736425042152405,0.4732731282711029,0.906359076499939,0.013333256356418133,0.9548749923706055,0.5202251672744751,0.8883315324783325,0.3079077899456024,0.8194717764854431,0.4947036802768707,0.9285202622413635,-0.039168547838926315,0.9226337671279907
7,0.5088135004043579,0.42627838253974915,0.023450573906302452,0.9980564117431641,0.5079631805419922,0.41545283794403076,0.00037454176344908774,0.9979531764984131,0.5063614249229431,0.4143897593021393,0.00034481793409213424,0.9977295398712158,0.5047193765640259,0.41334259510040283,0.0003706249117385596,0.9977085590362549,0.5134827494621277,0.41682684421539307,-0.0026912458706647158,0.9984874725341797,0.5156598091125488,0.41667959094047546,-0.0027239909395575523,0.998193085193634,0.5177860260009766,0.41647231578826904,-0.0028224228881299496,0.9978377223014832,0.5035058259963989,0.4156956672668457,-0.06059207767248154,0.9951007962226868,0.5213081240653992,0.419502854347229,-0.07552310824394226,0.9969459176063538,0.5063916444778442,0.43345972895622253,0.007144425064325333,0.9954010248184204,0.5124256014823914,0.43536046147346497,0.0027163238264620304,0.9963552355766296,0.4747599959373474,0.4699729084968567,-0.04047399386763573,0.99818354845047,0.5424927473068237,0.48463135957717896,-0.12102997303009033,0.9996050596237183,0.4263547360897064,0.47824737429618835,-0.03136273846030235,0.9970105886459351,0.5886940360069275,0.5039843916893005,-0.08608956634998322,0.9995896816253662,0.3823956847190857,0.475111186504364,-0.043384186923503876,0.9828684329986572,0.6321749091148376,0.5057074427604675,-0.0007863024948164821,0.9699176549911499,0.37101584672927856,0.4748978018760681,-0.04939877614378929,0.9606915712356567,0.6452140808105469,0.509503185749054,-0.003372231964021921,0.9262945055961609,0.3712053596973419,0.4696130156517029,-0.05421847105026245,0.959475576877594,0.6449488997459412,0.5038477182388306,0.001734865247271955,0.9238675236701965,0.3753438889980316,0.4701765775680542,-0.04415663704276085,0.9161494970321655,0.640839159488678,0.5028368234634399,0.004628731403499842,0.8800307512283325,0.48392972350120544,0.6571136116981506,0.05271921306848526,0.9959701895713806,0.5159597396850586,0.6673301458358765,-0.05316237360239029,0.9986772537231445,0.5081559419631958,0.752406120300293,0.1874086558818817,0.500924289226532,0.5096410512924194,0.7764894366264343,-0.024723537266254425,0.9781964421272278,0.5030710101127625,0.8725625872612,0.3167232871055603,0.8066571354866028,0.4841017723083496,0.9024808406829834,0.011256205849349499,0.967494785785675,0.4999691843986511,0.894553542137146,0.328482985496521,0.8725759387016296,0.4732690453529358,0.9064269065856934,0.013328053057193756,0.9546309113502502,0.520226001739502,0.8890318870544434,0.30576854944229126,0.8175086975097656,0.49444708228111267,0.9284788370132446,-0.038355451077222824,0.9216940402984619
8,0.5088030695915222,0.42614665627479553,0.025226686149835587,0.9979797005653381,0.5079572796821594,0.41532936692237854,0.002136148512363434,0.9978745579719543,0.506356954574585,0.41426971554756165,0.0021055731922388077,0.9976334571838379,0.504714846611023,0.4132227599620819,0.002131033455953002,0.9976174235343933,0.5134814977645874,0.41672155261039734,-0.0010384928900748491,0.9984303712844849,0.5156530141830444,0.4166000485420227,-0.0010705733438953757,0.9981220960617065,0.5177772045135498,0.41642647981643677,-0.0011693070409819484,0.9977661967277527,0.5035064220428467,0.41559457778930664,-0.05911766365170479,0.9948369860649109,0.5213024020195007,0.419501930475235,-0.07452334463596344,0.9968382716178894,0.5063769817352295,0.4333440959453583,0.0088091054931283,0.9952521324157715,0.5124146342277527,0.4352402091026306,0.0042371926829218864,0.9962558746337891,0.4747668206691742,0.46989282965660095,-0.039520226418972015,0.9980993270874023,0.5425475835800171,0.4846882224082947,-0.12055701017379761,0.9996024370193481,0.4263395667076111,0.47824665904045105,-0.030881240963935852,0.9969102740287781,0.5886383056640625,0.5040209889411926,-0.0861523374915123,0.9995791912078857,0.38246092200279236,0.4751107394695282,-0.043889474123716354,0.9830055236816406,0.6321722269058228,0.5056568384170532,-0.0012847287580370903,0.9696735143661499,0.3710213005542755,0.47492140531539917,-0.05006204918026924,0.9611729383468628,0.6451926231384277,0.5094536542892456,-0.004031967371702194,0.9261046648025513,0.37120527029037476,0.4696485698223114,-0.054945748299360275,0.9599460363388062,0.644933819770813,0.5038268566131592,0.0011025386629626155,0.9237916469573975,0.37534528970718384,0.47020038962364197,-0.044730909168720245,0.9168111681938171,0.6408265829086304,0.502783477306366,0.004107227083295584,0.87970370054245,0.4839532971382141,0.6570473909378052,0.052763454616069794,0.9958697557449341,0.5160006880760193,0.6672437191009521,-0.05320674180984497,0.9986857771873474,0.5082107782363892,0.7526373863220215,0.1855306774377823,0.49856939911842346,0.5096316337585449,0.7764824032783508,-0.02509676292538643,0.9780116677284241,0.5030410289764404,0.8728203773498535,0.3128372132778168,0.8050940632820129,0.4830438196659088,0.9035717248916626,0.010948984883725643,0.9671285152435303,0.4999399781227112,0.8949359655380249,0.3243618607521057,0.8717756867408752,0.4732595384120941,0.9064660668373108,0.013007019646465778,0.9543262720108032,0.5202159285545349,0.8891270756721497,0.30119800567626953,0.8157105445861816,0.49425992369651794,0.9284498691558838,-0.03865832835435867,0.9207013845443726
9,0.5087961554527283,0.42603519558906555,0.02630842663347721,0.9979133009910583,0.5079513788223267,0.41521191596984863,0.0032577593810856342,0.997806966304779,0.5063512921333313,0.41415488719940186,0.0032265863846987486,0.9975506663322449,0.5047079920768738,0.41310861706733704,0.0032520208042114973,0.9975388646125793,0.5134806036949158,0.4166105389595032,-1.7192178347613662e-05,0.9983808398246765,0.5156480669975281,0.4165073335170746,-4.898419138044119e-05,0.9980605244636536,0.5177711248397827,0.41636279225349426,-0.0001478161138948053,0.9977041482925415,0.5035054087638855,0.41549354791641235,-0.05802265554666519,0.994604766368866,0.5212968587875366,0.41949355602264404,-0.07388903200626373,0.9967455863952637,0.5063642859458923,0.4332464933395386,0.009860250167548656,0.9951263666152954,0.5124077200889587,0.43513578176498413,0.005158396437764168,0.9961714148521423,0.4747713506221771,0.46982577443122864,-0.03858496993780136,0.9980266094207764,0.542587161064148,0.48471522331237793,-0.12037782371044159,0.9996005892753601,0.4263012409210205,0.4782280921936035,-0.030049830675125122,0.9968240261077881,0.5886187553405762,0.5040490627288818,-0.08628913015127182,0.9995713233947754,0.38248029351234436,0.47510939836502075,-0.04337864741683006,0.9831209778785706,0.6321754455566406,0.5056140422821045,-0.0020097014494240284,0.9695608019828796,0.3710215091705322,0.4749404489994049,-0.04956397786736488,0.9615796804428101,0.6451807618141174,0.5094083547592163,-0.004892585799098015,0.9261358976364136,0.3711995780467987,0.4696788489818573,-0.05446904897689819,0.9603433609008789,0.6449254751205444,0.5038063526153564,0.0003057645517401397,0.9239301681518555,0.3753432035446167,0.4702179729938507,-0.044247519224882126,0.9173786044120789,0.6408200263977051,0.50273597240448,0.0033874220680445433,0.8796918988227844,0.4839748442173004,0.6569907069206238,0.052776772528886795,0.9957786202430725,0.5160266757011414,0.6671711802482605,-0.053220558911561966,0.9986932277679443,0.5082311630249023,0.7527365684509277,0.18500031530857086,0.4962879419326782,0.5096151232719421,0.7764959335327148,-0.025638747960329056,0.9778675436973572,0.5029758214950562,0.8729687929153442,0.31197598576545715,0.8035025000572205,0.48253846168518066,0.9042802453041077,0.010331557132303715,0.9668338894844055,0.49987369775772095,0.895171582698822,0.32344692945480347,0.8709231615066528,0.47325167059898376,0.90660560131073,0.012361324392259121,0.9540889263153076,0.5201789736747742,0.889167845249176,0.30015844106674194,0.8140429258346558,0.4941975474357605,0.9284201860427856,-0.039341893047094345,0.9199471473693848
