ankle_distance,shoulder_distance,hip_angle,ankle_movement,ankle_speed,ankle_to_hip_ratio,hip_distance,knee_distance,shoulder_to_ankle_ratio,label
0.0935604891577202,0.0686588417144249,149.76720360733617,0.0,0.0,0.6906408672221399,0.0214532244149878,0.0188295605128147,0.7338444073190212,Jumping
0.0326379274945835,0.0690822207953257,146.70609836417728,0.0609225616631366,1.8276768498941,0.2358544710638948,0.0171590273647802,0.0162670500708042,2.116624004596808,Jumping
0.0591420567785153,0.062374824345859,136.65550714652318,0.0265041292839318,0.795123878517955,0.4879848622363089,0.0230468539560742,0.0374424264892393,1.0546610609003713,Jumping
0.0645995530993876,0.0709597547572827,136.7948269061542,0.0054574963208722,0.1637248896261669,0.5361405438338963,0.018929807585618,0.0321265072780993,1.0984558151371393,Jumping
0.097384887129029,0.0302678929431582,139.71762078630164,0.0327853340296414,0.9835600208892424,0.7855261725616736,0.024820832195772,0.0313392676591994,0.3108068801584699,Jumping
0.1167353736799106,0.0348900053783234,140.20330728915656,0.0193504865508815,0.5805145965264478,0.9398388071156633,0.0291897779681412,0.033298866441655,0.2988811726768623,Jumping
0.1290956088345941,0.0554298725876598,143.58229258664997,0.0123602351546834,0.3708070546405037,0.9518476346971908,0.0273021844848517,0.0411926389320183,0.4293707050770433,Jumping
0.1272396937107015,0.0500471817847833,143.40244339770658,0.0018559151238925,0.0556774537167772,0.9830887611788782,0.0322919938745116,0.0584780086402029,0.3933299454380414,Jumping
0.1289413545297087,0.0445418844175791,144.5207527073694,0.0017016608190071,0.0510498245702156,0.9843234791573886,0.0334197458836421,0.0876270498623598,0.3454429696355984,Jumping
0.1218996402060063,0.0158432766542152,147.47138798499955,0.0070417143237024,0.211251429711072,0.9443923407985664,0.0334961837663513,0.093325905742307,0.1299698393485053,Jumping
0.1237932091548831,0.0242917977686189,153.82113832802503,0.0018935689488768,0.0568070684663067,0.928603672981506,0.0240135057784159,0.09368886731254,0.1962288394852616,Jumping
0.1284965574436679,0.028839937357072,159.0159327572195,0.0047033482887847,0.141100448663541,0.9211892925606652,0.0270700015920002,0.0971453847884364,0.2244413230270027,Jumping
0.1203352128868828,0.0287987936658162,166.59003232124368,0.008161344556785,0.2448403367035527,0.7456409163031225,0.0253181067335659,0.0879060833137098,0.239321417022693,Jumping
0.0854205863959791,0.0537368398803189,169.82621974988754,0.0349146264909037,1.0474387947271109,0.4639955900518634,0.0096284553180305,0.0279405454196193,0.6290853545679761,Jumping
0.0320759146483162,0.0454983395510773,174.38075796862785,0.0533446717476628,1.6003401524298866,0.1789677657750761,0.0247496524411735,0.0421183770786132,1.4184580564553189,Jumping
0.0830187650774444,0.0839695670619033,172.690737606028,0.0509428504291282,1.5282855128738466,0.4787475447868668,0.0442262710406607,0.0563653015179665,1.011452856273783,Jumping
0.1176599110318003,0.1114256471782068,171.2973035275048,0.0346411459543559,1.0392343786306777,0.6792362151187492,0.0555427104734826,0.06958753255871,0.9470145455752677,Jumping
0.1323141794985871,0.1233916613348236,170.73170952865925,0.0146542684667867,0.439628054003602,0.8434454353592895,0.062412556731809,0.0791819768803557,0.9325656690947568,Jumping
0.1497183852032042,0.1393960275105223,171.83648823666928,0.0174042057046171,0.5221261711385144,1.0017714234193793,0.0725897763412179,0.0907501273248351,0.9310548422047704,Jumping
0.1546991019915171,0.1386856788309877,177.07817765208927,0.0049807167883128,0.1494215036493865,1.1093220085890956,0.0756753567246361,0.0913301558097426,0.8964866443671572,Jumping
0.1296805664484792,0.0919702039932853,167.6233284713074,0.0250185355430379,0.7505560662911379,1.8930028518039343,0.0572265439350291,0.1100325754061325,0.7092057546635115,Jumping
0.0974908488249068,0.1309512592067293,168.9263016850131,0.0321897176235723,0.9656915287071716,1.5568353785216849,0.0782373761361847,0.1253067131342223,1.3432159098534189,Jumping
0.0141904094157972,0.118998718711231,17.66337720081222,0.0833004394091096,2.499013182273288,0.7461046916693415,0.0638419989033296,0.0449740255635837,8.385855208571924,Jumping
0.0138259845664107,0.1036282469436957,64.36284845499792,0.0003644248493864,0.0109327454815927,0.7152276724448807,0.0542361517327222,0.0301378603511865,7.495180285059266,Jumping
0.0175535659033088,0.0744593082489781,8.810467594735677,0.003727581336898,0.1118274401069429,0.1065533427404153,0.0396165749998068,0.0686105678194328,4.241833748147002,Jumping
0.024233981904209,0.0705532014707233,3.289630661896481,0.0066804160009001,0.2004124800270049,0.1558189510025551,0.0379597870018774,0.0065742159394507,2.911333422200393,Jumping
0.0144896951974164,0.0750295722463984,0.4900577083417246,0.0097442867067925,0.2923286012037775,0.0779299645757884,0.0349654973861337,0.0290254344796961,5.178133233594616,Jumping
0.0975200350798713,0.1032260527719652,3.8321989762996096,0.0830303398824548,2.490910196473646,0.5093978448846528,0.0390614495049536,0.0908770287855414,1.0585112350238657,Jumping
0.1053082843796771,0.118207529774906,3.5158719863896093,0.0077882492998057,0.2336474789941736,0.8949744309882031,0.0435046204576576,0.0849791148551005,1.1224903194578897,Jumping
0.0518872682093169,0.0883781314133151,5.985136496906225,0.0534210161703601,1.6026304851108049,0.3551138128262029,0.0381952390409907,0.0491390798432307,1.7032720060881117,Jumping
0.0737384580768896,0.1002757127721542,0.3179601931275404,0.0218511898675726,0.6555356960271806,0.7001516142475771,0.0394450770880788,0.0281256966715517,1.359883504311865,Jumping
0.0410612773848231,0.0879542499134118,6.395738390392274,0.0326771806920664,0.9803154207619936,0.5960731345320731,0.0298991954082556,0.0233561852660012,2.14202420175854,Jumping
