ankle_distance,shoulder_distance,hip_angle,ankle_movement,ankle_speed,ankle_to_hip_ratio,hip_distance,knee_distance,shoulder_to_ankle_ratio,label
0.004510388848312136,0.07677574252779412,10.04464381665589,0.0,0.0,0.024378008421685624,0.04046091646559684,0.011112224924638219,17.021978616439,Standing
0.01128857748699856,0.07634872832925134,9.094573651452958,0.006778188638686424,0.20334565916059272,0.06076152472550169,0.046012186697557474,0.012540548131870319,6.763361319633477,Standing
0.015299483879428996,0.07695795565030149,8.478299084294283,0.004010906392430435,0.12032719177291305,0.08189066975061027,0.04957004902595441,0.01321770225708763,5.030101424125537,Standing
0.01713558572569203,0.0778263830376543,8.086645974426304,0.0018361018462630333,0.055083055387891,0.09150560638757838,0.05096788717651214,0.013372288541855267,4.541798820507563,Standing
0.018316125010095576,0.07858360842994648,7.774019872583449,0.0011805392844035471,0.035416178532106414,0.09776573498916881,0.0516229058518934,0.012773997452433771,4.290405770141466,Standing
0.018824474184656367,0.07864360657738237,7.478690414570399,0.0005083491745607911,0.015250475236823734,0.10039619317552127,0.05170229279051532,0.012484168425110883,4.177731914630792,Standing
0.019446483115965373,0.07985781141596339,7.325947488882892,0.0006220089313090059,0.018660267939270177,0.10358228831883502,0.05236477442671064,0.013064698747172787,4.1065426041174975,Standing
0.02043621661621749,0.08235582288311673,7.2800109245866675,0.000989733500252117,0.029692005007563513,0.10877188579068847,0.05384956493035123,0.015398639560371649,4.029895769345189,Standing
0.02074198198336768,0.0829607213790577,7.243643442532739,0.00030576536715018823,0.009172961014505647,0.11033416719618896,0.05434545578626096,0.017465094524811247,3.999652561919165,Standing
0.022050067834806453,0.08245342259045116,7.048021712125768,0.0013080858514387741,0.039242575543163224,0.11729664537530912,0.05294860898395601,0.01893291215539348,3.7393727406269863,Standing
0.02417793686224404,0.0825678111697715,6.960162536584954,0.002127869027437588,0.06383607082312764,0.12838346065714393,0.052123176549998027,0.019512648894996924,3.4150064846396524,Standing
0.025313288433733577,0.08279422185086878,6.827386612434594,0.001135351571489536,0.03406054714468608,0.13428876167158194,0.05141075809618823,0.019390632355307535,3.2707809602696125,Standing
0.028467215629843626,0.08626257169836839,6.7876226429704705,0.003153927196110049,0.09461781588330148,0.1512223187526291,0.05348770785228676,0.021314064836504033,3.0302426770511044,Standing
0.028679228540520147,0.08860742356939415,6.643623171034287,0.0002120129106765213,0.006360387320295639,0.1522710098661974,0.056090484149868086,0.021514642428401773,3.0896027570686915,Standing
0.028795698725080685,0.08943704284205153,6.4693325696127175,0.00011647018456053745,0.0034941055368161236,0.15298724634331035,0.05624710898493241,0.0211648196894033,3.1059167445780025,Standing
0.027959180576741113,0.08974048027349667,6.354242557226351,0.0008365181483395712,0.025095544450187135,0.1487568278515553,0.05682636039472408,0.019269372065403658,3.209696365284419,Standing
0.024853139520698887,0.08802478460227386,5.854182181477062,0.0031060410560422268,0.09318123168126681,0.13245019271215508,0.055417503762561056,0.015831219197989427,3.541797386562072,Standing
0.02416633453654181,0.082227903820777,5.396884158982244,0.0006868049841570779,0.020604149524712338,0.1281378049052488,0.052964904011797945,0.013436640935005123,3.4025807139448703,Standing
0.0202264314309536,0.0821308806308537,5.187535122411005,0.00393990310558821,0.1181970931676463,0.10689186981781144,0.05221167012573063,0.007816932378579684,4.060571975398704,Standing
0.018692388486835795,0.08573406650518493,5.180450023515622,0.0015340429441178041,0.046021288323534124,0.09873385283657408,0.052431089081137056,0.006137869866670803,4.586576325736198,Standing
0.01772654663626911,0.08749705487571018,5.280852461688301,0.0009658418505666851,0.028975255517000552,0.09343720437371301,0.052394791345754595,0.005333975871437403,4.935933471479903,Standing
0.018153446648326663,0.08878814668087623,5.454488837277689,0.00042690001205755376,0.012807000361726613,0.09557229487107814,0.05245726343464162,0.004813734161586323,4.890980120794884,Standing
0.018430836502452422,0.0889477183943771,5.747452734546846,0.0002773898541257591,0.008321695623772773,0.09699850093866381,0.0523543505361028,0.004376485183746278,4.826027206228086,Standing
0.01871488204032832,0.08947626420378067,5.8397416915670295,0.00028404553787589673,0.008521366136276902,0.0984040735349012,0.0525286817259901,0.003955800306194901,4.781022077027795,Standing
0.019081230850243054,0.08924365752897807,5.956349865174717,0.00036634880991473495,0.010990464297442049,0.1005600976263772,0.052161487382339305,0.003863129970420753,4.677038825712928,Standing
0.019301620496340866,0.08784226001837697,6.013940918288708,0.00022038964609781206,0.006611689382934362,0.10204325582010605,0.051627592996413264,0.0038745686961899426,4.551030315564945,Standing
0.01895246520041029,0.08380513920748142,6.027634176592649,0.0003491552959305755,0.010474658877917264,0.10019592126357016,0.05092270642041444,0.003620836803477449,4.421859548153512,Standing
0.0194167999874895,0.08332150201323696,6.075987686457514,0.00046433478707920764,0.01393004361237623,0.1026126127788928,0.05106271395656881,0.0039212780720214,4.291206690439316,Standing
0.019110814511006147,0.08185133984793891,6.068012785198779,0.000305985476483351,0.00917956429450053,0.10073429337440439,0.05077168572861745,0.004092249761440575,4.282985416492831,Standing
0.017291374735092558,0.07830958392432208,6.306863816877605,0.0018194397759135894,0.05458319327740768,0.09043146380441197,0.048518546971573255,0.003555181403481024,4.528823481304473,Standing
0.01667635402604264,0.07541942871394333,7.1188810071788,0.0006150207090499168,0.018450621271497505,0.08705807801561412,0.048002217960231276,0.004531727980312744,4.522537036342867,Standing
0.015469748027227816,0.0769525970857201,7.792317650570895,0.0012066059988148255,0.036198179964444764,0.08022864816669138,0.04820805176265785,0.006312757367770279,4.9743924044708585,Standing
